symbol,timeframe,cluster,optuna_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon
XAG_USD,H1,commodity,-0.000035,1.5,6.0,0.8,2.5,1.0,30
UK100.cash,H1,index,-0.000055,1.5,6.0,0.8,2.5,1.0,30
UNIUSD,H1,crypto,-0.000072,1.5,6.0,1.0,3.0,1.0,30
XAU_EUR,H1,commodity,-0.000081,1.5,6.0,0.8,2.5,1.0,30
EU50.cash,H1,index,-0.000083,1.5,6.0,0.8,2.5,1.0,30
US2000.cash,H1,index,-0.000086,1.5,6.0,0.8,2.5,1.0,30
AUS200.cash,H1,index,-0.00009,1.5,6.0,0.8,2.5,1.0,30
USOIL.cash,H1,commodity,-0.000099,1.5,6.0,0.8,2.5,1.0,30
USD_JPY,H1,forex,-0.000113,1.5,6.0,0.8,2.5,1.0,30
SPN35.cash,H1,index,-0.000129,1.5,6.0,0.8,2.5,1.0,30
AUD_JPY,H1,forex,-0.000147,1.5,6.0,0.8,2.5,1.0,30
AUD_USD,H1,forex,-0.000147,1.5,6.0,0.8,2.5,1.0,30
EUR_USD,H1,forex,-0.000173,1.5,6.0,0.8,2.5,1.0,30
EUR_JPY,H1,forex,-0.000178,1.5,6.0,0.8,2.5,1.0,30
ALVG,H1,equity,-0.00018,1.5,4.5,1.0,2.0,0.5,24
CAD_JPY,H1,forex,-0.000195,1.5,6.0,0.8,2.5,1.0,30
NZD_JPY,H1,forex,-0.000198,1.5,6.0,0.8,2.5,1.0,30
GBP_USD,H1,forex,-0.000199,1.5,6.0,0.8,2.5,1.0,30
USD_CHF,H1,forex,-0.000199,1.5,6.0,0.8,2.5,1.0,30
NZD_USD,H1,forex,-0.000218,1.5,6.0,0.8,2.5,1.0,30
EUR_AUD,H1,forex,-0.000231,1.5,6.0,0.8,2.5,1.0,30
CHF_JPY,H1,forex,-0.000237,1.5,6.0,0.8,2.5,1.0,30
USD_CAD,H1,forex,-0.00024,1.5,6.0,0.8,2.5,1.0,30
AUD_CHF,H1,forex,-0.000243,1.5,6.0,0.8,2.5,1.0,30
GBP_NZD,H1,forex,-0.000254,1.5,6.0,0.8,2.5,1.0,30
GBP_AUD,H1,forex,-0.000259,1.5,6.0,0.8,2.5,1.0,30
EUR_NZD,H1,forex,-0.000265,1.5,6.0,0.8,2.5,1.0,30
GBP_CAD,H1,forex,-0.000272,1.5,6.0,0.8,2.5,1.0,30
GBP_CHF,H1,forex,-0.000278,1.5,6.0,0.8,2.5,1.0,30
EUR_CAD,H1,forex,-0.00028,1.5,6.0,0.8,2.5,1.0,30
AUD_CAD,H1,forex,-0.000281,1.5,6.0,0.8,2.5,1.0,30
EUR_CHF,H1,forex,-0.000285,1.5,6.0,0.8,2.5,1.0,30
EUR_GBP,H1,forex,-0.000291,1.5,6.0,0.8,2.5,1.0,30
NZD_CAD,H1,forex,-0.000321,1.5,6.0,0.8,2.5,1.0,30
AUD_NZD,H1,forex,-0.000324,1.5,6.0,0.8,2.5,1.0,30
CAD_CHF,H1,index,-0.000331,1.5,6.0,0.8,2.5,1.0,30
COCOA.c,H1,commodity,-0.000351,1.5,6.0,0.8,2.5,1.0,30
NZD_CHF,H1,forex,-0.000355,1.5,6.0,0.8,2.5,1.0,30
WMT,H1,equity,-0.000364,1.5,4.5,1.0,2.0,0.5,24
LNKUSD,H1,crypto,-0.000383,1.5,6.0,1.0,3.0,1.0,30
SOLUSD,H1,crypto,-0.000534,1.5,6.0,1.0,3.0,1.0,30
ZM,H1,equity,-0.000535,1.5,4.5,1.0,2.0,0.5,24
USD_MXN,H1,forex,-0.000589,1.5,6.0,0.8,2.5,1.0,30
GRTUSD,H1,crypto,-0.000643,1.5,6.0,1.0,3.0,1.0,30
BARUSD,H1,crypto,-0.000644,1.5,6.0,1.0,3.0,1.0,30
USD_HKD,H1,forex,-0.000679,1.5,6.0,0.8,2.5,1.0,30
USD_CNH,H1,forex,-0.000681,1.5,6.0,0.8,2.5,1.0,30
XLMUSD,H1,crypto,-0.000697,1.5,6.0,1.0,3.0,1.0,30
DXY.cash,H1,forex,-0.000703,1.5,6.0,0.8,2.5,1.0,30
DASHUSD,H1,crypto,-0.000752,1.5,6.0,1.0,3.0,1.0,30
USD_SGD,H1,forex,-0.000764,1.5,6.0,0.8,2.5,1.0,30
USD_NOK,H1,forex,-0.000806,1.5,6.0,0.8,2.5,1.0,30
GALUSD,H1,crypto,-0.000821,1.5,6.0,1.0,3.0,1.0,30
ETCUSD,H1,crypto,-0.000853,1.5,6.0,1.0,3.0,1.0,30
USD_ZAR,H1,forex,-0.000868,1.5,6.0,0.8,2.5,1.0,30
USD_SEK,H1,forex,-0.000876,1.5,6.0,0.8,2.5,1.0,30
USD_PLN,H1,forex,-0.00088,1.5,6.0,0.8,2.5,1.0,30
USD_HUF,H1,forex,-0.000882,1.5,6.0,0.8,2.5,1.0,30
BNBUSD,H1,crypto,-0.000888,1.5,6.0,1.0,3.0,1.0,30
EUR_NOK,H1,forex,-0.000894,1.5,6.0,0.8,2.5,1.0,30
USD_ILS,H1,forex,-0.000946,1.5,6.0,0.8,2.5,1.0,30
BAC,H1,equity,-0.000999,1.5,4.5,1.0,2.0,0.5,24
USD_CZK,H1,forex,-0.001041,1.5,6.0,0.8,2.5,1.0,30
EUR_HUF,H1,forex,-0.001045,1.5,6.0,0.8,2.5,1.0,30
EUR_PLN,H1,forex,-0.001066,1.5,6.0,0.8,2.5,1.0,30
GBPJPY,H1,forex,-0.001119,1.5,6.0,0.8,2.5,1.0,30
RACE,H1,equity,-0.001153,1.5,4.5,1.0,2.0,0.5,24
VECUSD,H1,crypto,-0.001157,1.5,6.0,1.0,3.0,1.0,30
AVAUSD,H1,crypto,-0.001164,1.5,6.0,1.0,3.0,1.0,30
NZDUSD,H1,forex,-0.001168,1.5,6.0,0.8,2.5,1.0,30
BTCUSD,H1,crypto,-0.001188,1.5,6.0,1.0,3.0,1.0,30
EUR_CZK,H1,forex,-0.001221,1.5,6.0,0.8,2.5,1.0,30
N25.cash,H1,index,-0.001227,1.5,6.0,0.8,2.5,1.0,30
SANUSD,H1,crypto,-0.001239,1.5,6.0,1.0,3.0,1.0,30
AUDNZD,H1,forex,-0.001274,1.5,6.0,0.8,2.5,1.0,30
CADCHF,H1,index,-0.001281,1.5,6.0,0.8,2.5,1.0,30
MANUSD,H1,crypto,-0.001287,1.5,6.0,1.0,3.0,1.0,30
USDCNH,H1,forex,-0.001331,1.5,6.0,0.8,2.5,1.0,30
USDZAR,H1,forex,-0.001518,1.5,6.0,0.8,2.5,1.0,30
ALGUSD,H1,crypto,-0.00171,1.5,6.0,1.0,3.0,1.0,30
ETHUSD,H1,crypto,-0.001852,1.5,6.0,1.0,3.0,1.0,30
BCHUSD,H1,crypto,-0.002028,1.5,6.0,1.0,3.0,1.0,30
VOWG_p,H1,equity,-0.002028,1.5,4.5,1.0,2.0,0.5,24
WHEAT.c,H1,commodity,-0.002033,1.5,6.0,0.8,2.5,1.0,30
XPT_USD,H1,commodity,-0.002068,1.5,6.0,0.8,2.5,1.0,30
SOYBEAN.c,H1,commodity,-0.002111,1.5,6.0,0.8,2.5,1.0,30
CORN.c,H1,commodity,-0.002221,1.5,6.0,0.8,2.5,1.0,30
DOGEUSD,H1,crypto,-0.002506,1.5,6.0,1.0,3.0,1.0,30
IBE,H1,equity,-0.00261,1.5,4.5,1.0,2.0,0.5,24
T,H1,equity,-0.002772,1.5,4.5,1.0,2.0,0.5,24
NERUSD,H1,crypto,-0.002954,1.5,6.0,1.0,3.0,1.0,30
LTCUSD,H1,crypto,-0.003178,1.5,6.0,1.0,3.0,1.0,30
AIRF,H1,equity,-0.003495,1.5,4.5,1.0,2.0,0.5,24
DOTUSD,H1,crypto,-0.003712,1.5,6.0,1.0,3.0,1.0,30
XPD_USD,H1,commodity,-0.003873,1.5,6.0,0.8,2.5,1.0,30
ADAUSD,H1,crypto,-0.003981,1.5,6.0,1.0,3.0,1.0,30
XRPUSD,H1,crypto,-0.004413,1.5,6.0,1.0,3.0,1.0,30
XTZUSD,H1,crypto,-0.005059,1.5,6.0,1.0,3.0,1.0,30
COTTON.c,H1,commodity,-0.006577,1.5,6.0,0.8,2.5,1.0,30
NATGAS.cash,H1,commodity,-0.009896,1.5,6.0,0.8,2.5,1.0,30
XMRUSD,H1,crypto,-0.010129,1.5,6.0,1.0,3.0,1.0,30
NEOUSD,H1,crypto,-0.024192,1.5,6.0,1.0,3.0,1.0,30
HEATOIL.c,H1,commodity,-0.040735,1.5,6.0,0.8,2.5,1.0,30
